Date Time,圧入工程.ステップ番号,ライン.稼働工程数,供給工程.サイクル開始,供給工程.投入要求,供給工程.スライダ前進,供給工程.部品検出,供給工程.クランプON,圧入工程.サイクル開始,圧入工程.プレス下降,圧入工程.プレス接触,圧入工程.圧入完了,圧入工程.プレス上昇,検査排出工程.サイクル開始,検査排出工程.カメラトリガ,検査排出工程.検査完了,検査排出工程.ゲート開,検査排出工程.排出完了,供給工程.実行中,圧入工程.実行中,検査排出工程.実行中,供給工程.クランプ圧力[MPa],圧入工程.プレス力[kN],検査排出工程.検査スコア
2025-07-01 08:00:00.019000,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.020000,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.021000,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.022000,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.023000,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.024000,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.025000,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.026000,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.027000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,90.56
2025-07-01 08:00:00.028000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,93.41
2025-07-01 08:00:00.029000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,95.02
2025-07-01 08:00:00.030000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,94.06
2025-07-01 08:00:00.031000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,94.25
2025-07-01 08:00:00.032000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,94.48
2025-07-01 08:00:00.033000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,95.55
2025-07-01 08:00:00.034000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,94.34
2025-07-01 08:00:00.035000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,95.07
2025-07-01 08:00:00.036000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,92.09
2025-07-01 08:00:00.037000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,95.04
2025-07-01 08:00:00.038000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,92.51
2025-07-01 08:00:00.039000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,93.89
2025-07-01 08:00:00.040000,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,89.1
2025-07-01 08:00:00.041000,2,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,92.95
2025-07-01 08:00:00.042000,2,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,95.1
2025-07-01 08:00:00.043000,2,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,93.53
2025-07-01 08:00:00.044000,2,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,91.63
2025-07-01 08:00:00.045000,2,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,95.53
2025-07-01 08:00:00.046000,2,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,91.17
2025-07-01 08:00:00.047000,2,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,93.43
2025-07-01 08:00:00.048000,2,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,93.62
2025-07-01 08:00:00.049000,2,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0.0,0.0,93.1
2025-07-01 08:00:00.050000,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,96.0
2025-07-01 08:00:00.051000,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,91.91
2025-07-01 08:00:00.052000,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,96.6
2025-07-01 08:00:00.053000,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,96.42
2025-07-01 08:00:00.054000,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.6
2025-07-01 08:00:00.055000,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.88
2025-07-01 08:00:00.056000,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,92.53
2025-07-01 08:00:00.057000,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,92.42
2025-07-01 08:00:00.058000,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.05
2025-07-01 08:00:00.059000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.62
2025-07-01 08:00:00.060000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,96.34
2025-07-01 08:00:00.061000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,93.42
2025-07-01 08:00:00.062000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.31
2025-07-01 08:00:00.063000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,91.52
2025-07-01 08:00:00.064000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.38
2025-07-01 08:00:00.065000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.36
2025-07-01 08:00:00.066000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.69
2025-07-01 08:00:00.067000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,92.37
2025-07-01 08:00:00.068000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,91.69
2025-07-01 08:00:00.069000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,93.34
2025-07-01 08:00:00.070000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.12
2025-07-01 08:00:00.071000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,96.16
2025-07-01 08:00:00.072000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.82
2025-07-01 08:00:00.073000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.29
2025-07-01 08:00:00.074000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,88.82
2025-07-01 08:00:00.075000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,98.09
2025-07-01 08:00:00.076000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,97.13
2025-07-01 08:00:00.077000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.15
2025-07-01 08:00:00.078000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.63
2025-07-01 08:00:00.079000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.4
2025-07-01 08:00:00.080000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.4
2025-07-01 08:00:00.081000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.11
2025-07-01 08:00:00.082000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,92.99
2025-07-01 08:00:00.083000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,97.88
2025-07-01 08:00:00.084000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,91.54
2025-07-01 08:00:00.085000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.7
2025-07-01 08:00:00.086000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,90.1
2025-07-01 08:00:00.087000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.12
2025-07-01 08:00:00.088000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.09
2025-07-01 08:00:00.089000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,91.54
2025-07-01 08:00:00.090000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,97.48
2025-07-01 08:00:00.091000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.5
2025-07-01 08:00:00.092000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,97.17
2025-07-01 08:00:00.093000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.62
2025-07-01 08:00:00.094000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,91.95
2025-07-01 08:00:00.095000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,92.6
2025-07-01 08:00:00.096000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,96.7
2025-07-01 08:00:00.097000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,90.52
2025-07-01 08:00:00.098000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,98.15
2025-07-01 08:00:00.099000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,96.03
2025-07-01 08:00:00.100000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,93.96
2025-07-01 08:00:00.101000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,93.2
2025-07-01 08:00:00.102000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,96.57
2025-07-01 08:00:00.103000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,90.28
2025-07-01 08:00:00.104000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.61
2025-07-01 08:00:00.105000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,89.93
2025-07-01 08:00:00.106000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.63
2025-07-01 08:00:00.107000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,95.29
2025-07-01 08:00:00.108000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,93.55
2025-07-01 08:00:00.109000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,92.63
2025-07-01 08:00:00.110000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,92.93
2025-07-01 08:00:00.111000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.87
2025-07-01 08:00:00.112000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.57
2025-07-01 08:00:00.113000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,93.0
2025-07-01 08:00:00.114000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.41
2025-07-01 08:00:00.115000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.57
2025-07-01 08:00:00.116000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,96.73
2025-07-01 08:00:00.117000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,92.5
2025-07-01 08:00:00.118000,2,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0.0,0.0,94.31
2025-07-01 08:00:00.119000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,90.92
2025-07-01 08:00:00.120000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,95.69
2025-07-01 08:00:00.121000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,91.43
2025-07-01 08:00:00.122000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,93.58
2025-07-01 08:00:00.123000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,95.06
2025-07-01 08:00:00.124000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,93.85
2025-07-01 08:00:00.125000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,92.17
2025-07-01 08:00:00.126000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,92.06
2025-07-01 08:00:00.127000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,95.66
2025-07-01 08:00:00.128000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,95.69
2025-07-01 08:00:00.129000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,92.24
2025-07-01 08:00:00.130000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,98.0
2025-07-01 08:00:00.131000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,92.71
2025-07-01 08:00:00.132000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,93.74
2025-07-01 08:00:00.133000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,94.97
2025-07-01 08:00:00.134000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,94.74
2025-07-01 08:00:00.135000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,94.36
2025-07-01 08:00:00.136000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,92.07
2025-07-01 08:00:00.137000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,95.05
2025-07-01 08:00:00.138000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,91.88
2025-07-01 08:00:00.139000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,92.25
2025-07-01 08:00:00.140000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,91.36
2025-07-01 08:00:00.141000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,92.72
2025-07-01 08:00:00.142000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,93.71
2025-07-01 08:00:00.143000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,93.95
2025-07-01 08:00:00.144000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,92.92
2025-07-01 08:00:00.145000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,95.25
2025-07-01 08:00:00.146000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,94.94
2025-07-01 08:00:00.147000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,94.49
2025-07-01 08:00:00.148000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,93.77
2025-07-01 08:00:00.149000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.150000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.151000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.152000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.153000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.154000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.155000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.156000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.157000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.158000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.159000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.160000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.161000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.162000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.163000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.164000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.165000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.166000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.167000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.168000,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.169000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.170000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.171000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.172000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.173000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.174000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.175000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.176000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.177000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.178000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.179000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.180000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.181000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.182000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.183000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.184000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.185000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.186000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.187000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.188000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.189000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.190000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.191000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.192000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.193000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.194000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.195000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
2025-07-01 08:00:00.196000,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0
